REVIEW_YEAR,EFFECTIVE_DATE,PREMIUM_BEFORE,SUM_ASSURED_BEFORE,CRITICAL_ILLNESS_BEFORE,AGE_AT_REVIEW,OPTIMUM_PREMIUM_5Y,OPTIMUM_PREMIUM_10Y,BRANCH,REVIEW_OUTCOME,ASSIGNED_FLAG,ASTERISKED_ORPHAN,SINGLE,JOINT_LIFE_1ST,DUAL_LIFE,PRIMARY_AGENT_STATUS
20,31/07/2017,256.26,229565.0,Yes,53,460.32,572.35,South Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,08/08/2017,134.77,19218.5,Yes,58,203.43,261.61,Moynalty,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,08/08/2017,73.88,165463.0,No,60,184.51,228.85,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,21/08/2017,70.0,50000.0,Yes,59,123.41,151.07,Tralee,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,22/09/2017,182.85,153464.0,Yes,50,348.78,409.33,Roscommon,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,03/10/2017,130.84,143430.0,Yes,47,209.04,302.5,Fermoy,Option 1 - 5 year increase,N,N,N,N,N,Active
20,10/10/2017,134.77,55678.5,Yes,63,191.99,267.33,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,31/10/2017,128.34,44706.5,No,64,156.96,306.2,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
20,13/11/2017,350.62,649930.0,Yes,45,400.21,565.13,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,13/11/2017,134.77,131984.5,Yes,54,201.53,259.7,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,27/11/2017,201.02,436435.0,Yes,47,403.18,488.05,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
20,27/11/2017,49.26,27536.0,Yes,54,64.52,83.6,Cork,Option 1 - 5 year increase,Y,Y,N,N,Y,Inactive
20,27/11/2017,64.74,79904.0,Yes,49,112.43,149.62,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
20,28/11/2017,112.32,160428.0,Yes,48,184.8,237.25,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Active
20,28/11/2017,248.06,34753.0,Yes,65,270.95,367.74,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,04/12/2017,202.11,58947.0,Yes,62,312.73,406.18,Moynalty,Option 3a - Reduce Premium and Benefits,N,N,N,Y,N,Inactive
20,15/12/2017,247.53,210563.5,Yes,55,304.75,430.6,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,11/12/2017,1617.12,55844.5,Yes,59,2988.3,3224.46,Cork,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
20,11/12/2017,199.42,211065.0,Yes,45,235.67,329.1,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
20,12/12/2017,137.81,81381.0,Yes,60,164.52,217.45,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,12/12/2017,52.5,36195.5,Yes,70,71.58,119.27,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,18/12/2017,110.0,170160.0,Yes,50,140.52,225.88,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,28/12/2017,76.68,55125.0,Yes,51,84.31,127.24,Cork,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Active
20,28/12/2017,55.13,65992.5,Yes,62,60.86,86.61,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,16/01/2018,134.77,101071.0,Yes,60,157.66,209.16,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
20,23/01/2018,159.54,252334.0,Yes,52,254.91,337.87,Cork,Option 3a - Reduce Premium and Benefits,Y,N,N,N,Y,Inactive
20,23/01/2018,707.53,44468.0,No,67,1820.68,2388.7,Cork,Option 1 - 5 year increase,N,N,N,Y,N,Active
20,29/01/2018,309.02,94063.0,Yes,59,509.25,616.98,Galway,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
20,29/01/2018,271.65,157167.0,Yes,62,321.24,537.2,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,29/01/2018,168.5,44718.5,Yes,57,233.35,251.47,Tralee,Option 1 - 5 year increase,N,Y,N,Y,N,Inactive
20,30/01/2018,187.25,103414.0,No,67,412.29,537.67,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,05/02/2018,138.92,46305.0,Yes,62,177.07,213.79,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,05/02/2018,354.64,136752.5,Yes,57,493.84,590.61,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,12/02/2018,109.4,103318.0,Yes,57,193.32,187.6,Tralee,Option 1 - 5 year increase,Y,N,Y,N,N,Active
20,27/02/2018,146.92,69625.5,Yes,67,242.29,328.59,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,20/02/2018,88.2,55125.0,Yes,54,107.28,175.0,South Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,27/02/2018,158.03,36125.5,Yes,67,179.02,278.67,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,01/03/2018,195.88,308043.5,No,59,417.1,609.71,South Dublin,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,N,Inactive
20,09/03/2018,808.56,202142.0,Yes,51,1540.42,1990.21,Cork,Lapsed Immediately,N,N,N,N,N,Active
20,08/03/2018,188.86,214890.0,Yes,54,478.74,449.66,Moynalty,Lapsed Immediately,N,Y,N,N,N,Inactive
20,01/03/2018,108.2,148925.5,Yes,53,123.46,180.68,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,26/03/2018,85.52,108871.0,Yes,45,87.43,124.63,Moynalty,Option 3a - Reduce Premium and Benefits,N,Y,Y,N,N,Inactive
20,05/03/2018,116.36,113958.0,Yes,50,186.93,261.31,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,30/04/2018,940.68,222367.0,Yes,54,1344.68,1641.94,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,N,Inactive
20,03/04/2018,134.76,117915.5,Yes,49,157.65,288.3,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,17/04/2018,60.78,23273.5,No,81,124.69,167.6,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,23/04/2018,128.34,138608.5,No,65,271.39,404.89,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,27/04/2018,102.62,256551.0,No,62,135.05,237.57,Galway South,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Inactive
20,27/04/2018,51.06,226750.5,Yes,41,81.58,107.34,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,30/04/2018,134.76,51324.0,Yes,65,266.36,330.26,Moynalty,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,30/04/2018,84.43,198887.0,Yes,49,103.51,201.27,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,01/05/2018,150.26,125699.5,Yes,59,335.26,383.9,Dublin,Option 4 - Cover allowed to expire,N,N,Y,N,N,Inactive
20,22/05/2018,121.0,57213.0,No,65,248.79,331.27,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,22/05/2018,486.2,488249.0,Yes,49,518.62,793.15,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,28/05/2018,97.73,43996.0,No,70,112.99,222.18,Galway South,Option 1 - 5 year increase,N,Y,N,Y,N,Inactive
20,28/05/2018,154.75,126344.5,Yes,52,509.48,553.82,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,01/05/2018,209.9,168302.5,No,60,454.0,611.82,Cork,Option 1 - 5 year increase,Y,N,N,Y,N,Active
20,05/06/2018,80.41,61254.5,Yes,54,213.92,201.52,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,11/06/2018,207.91,165498.0,No,61,289.92,439.63,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,12/06/2018,185.54,137519.0,Yes,55,399.13,476.38,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,29/06/2018,140.71,113945.5,Yes,53,224.63,363.85,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,20/06/2018,191.21,197976.0,Yes,55,505.88,551.64,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,29/06/2018,273.0,424607.0,Yes,56,511.37,648.66,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
20,29/06/2018,190.0,350000.0,Yes,56,361.65,453.18,Galway South,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,29/06/2018,298.83,105753.5,Yes,65,699.28,836.57,Moynalty,Lapsed Immediately,N,N,N,N,Y,Inactive
20,02/07/2018,214.41,145512.0,Yes,53,469.95,549.09,Galway,Option 4 - Cover allowed to expire,N,N,Y,N,N,Inactive
20,02/07/2018,103.0,75000.0,Yes,62,120.17,189.79,Roscommon,Option 4 - Cover allowed to expire,Y,N,N,N,Y,Inactive
20,20/07/2018,272.65,491971.0,Yes,57,461.44,667.86,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Active
20,23/07/2018,190.32,162484.0,Yes,61,443.96,517.38,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Active
20,30/07/2018,188.62,92648.0,Yes,57,261.1,386.01,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,16/07/2018,163.31,235644.0,No,62,272.03,392.17,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,31/07/2018,84.43,88200.0,No,63,99.69,159.78,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,07/08/2018,68.07,35328.5,Yes,58,148.19,150.1,Dublin,Lapsed Immediately,N,N,Y,N,N,Active
20,20/08/2018,256.56,127949.0,Yes,58,264.19,346.2,Moynalty,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
20,27/08/2018,235.86,84224.5,Yes,58,411.31,483.77,Moynalty,Option 1a - Other Premium Increase,N,N,N,Y,N,Inactive
20,27/08/2018,303.19,220500.0,Yes,54,364.21,563.97,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,10/08/2018,303.88,92379.0,Yes,59,387.79,508.88,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,28/08/2018,122.08,280223.5,No,53,246.05,305.17,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,28/08/2018,154.22,48527.5,Yes,65,236.24,296.31,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,28/08/2018,166.43,33494.0,No,77,408.63,511.62,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
25,23/04/2019,242.18,213880.0,Yes,48,385.22,473.41,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,25/09/2018,236.13,371022.0,Yes,44,325.77,454.01,Tralee,Option 1 - 5 year increase,Y,N,N,N,Y,Active
20,11/07/2017,146.6,79190.0,Yes,54,312.53,401.21,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,28/09/2018,128.34,92390.5,Yes,57,271.39,209.41,Tralee,Option 1 - 5 year increase,N,N,N,N,N,Inactive
20,01/10/2018,130.62,119111.0,Yes,57,355.67,385.23,Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
20,22/10/2018,86.61,24439.0,No,73,166.72,209.16,Dublin,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
20,15/10/2018,4341.59,697600.0,Yes,52,7912.59,9105.46,Moynalty,Lapsed Immediately,N,N,N,N,Y,Inactive
20,15/10/2018,121.55,111675.0,Yes,54,173.05,212.63,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,23/10/2018,247.23,231326.5,Yes,49,319.71,434.12,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,30/10/2018,198.93,113130.5,Yes,53,343.87,377.25,Cork,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,30/10/2018,219.89,325779.0,Yes,52,252.32,454.46,South Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,03/10/2018,178.98,243101.0,No,54,219.04,322.97,Galway,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,30/10/2018,165.47,245469.5,Yes,56,325.68,411.49,Cork,Lapsed Immediately,N,Y,N,N,Y,Inactive
20,30/10/2018,378.55,196796.0,Yes,61,466.27,655.99,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,30/10/2018,297.0,377326.0,Yes,54,495.32,679.82,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,30/10/2018,93.08,175854.0,Yes,53,218.96,266.18,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,30/10/2018,155.42,198635.0,Yes,49,216.45,288.46,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,15/11/2018,134.76,173751.0,Yes,58,216.78,244.44,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,12/11/2018,379.92,140710.0,Yes,64,763.18,1024.39,Combine,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,12/11/2018,164.19,108227.5,No,62,323.45,455.04,Combine,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,28/11/2018,145.17,83252.0,Yes,54,183.32,200.49,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,20/11/2018,98.5,79373.0,Yes,47,115.67,166.21,Galway South,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,24/01/2019,321.63,15953.5,Yes,68,458.93,603.84,Fermoy,Option 4 - Cover allowed to expire,N,N,Y,N,N,Inactive
20,26/11/2018,49.14,181869.0,No,50,94.92,116.86,Galway,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Inactive
20,27/11/2018,70.36,81555.0,Yes,49,81.81,141.9,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,27/11/2018,220.5,56475.0,Yes,55,239.58,334.92,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,03/12/2018,121.55,173644.0,Yes,49,146.35,220.26,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,10/12/2018,189.33,239526.5,Yes,51,450.6,510.68,Dublin,Option 3a - Reduce Premium and Benefits,N,N,N,Y,N,Inactive
20,17/12/2018,355.98,90909.0,Yes,66,525.69,690.62,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,18/12/2018,53.55,27300.0,No,55,78.35,132.72,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,21/12/2018,115.76,37650.5,Yes,68,123.39,176.79,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,21/12/2018,141.42,281420.0,Yes,44,202.45,314.04,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,24/12/2018,115.48,316764.0,Yes,64,235.64,264.73,Galway,Option 1 - 5 year increase,N,N,N,N,N,Active
20,28/12/2018,350.0,14200.0,Yes,74,827.0,943.0,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,15/01/2019,63.3,52766.0,Yes,55,137.7,143.42,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,21/01/2019,166.28,92852.5,No,66,423.75,555.33,Galway,Option 1 - 5 year increase,N,Y,N,Y,N,Inactive
20,21/01/2019,101.22,46305.0,Yes,54,112.67,154.15,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,25/01/2019,121.28,137812.5,Yes,53,155.61,253.84,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,25/01/2019,75.24,55166.5,Yes,54,113.39,142.96,Cork,Option 1 - 5 year increase,Y,N,N,Y,N,Inactive
20,25/01/2019,182.94,279020.0,Yes,49,337.42,423.71,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
20,28/01/2019,156.98,303876.0,Yes,46,168.43,270.47,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,28/01/2019,203.64,157400.0,No,53,310.44,511.64,Roscommon,Lapsed Immediately,N,Y,N,N,Y,Inactive
20,28/01/2019,636.7,131988.0,Yes,66,783.49,1037.5,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,29/01/2019,168.48,29079.0,Yes,66,275.28,341.57,Cork,Option 1 - 5 year increase,Y,N,N,Y,N,Inactive
20,29/01/2019,172.25,33520.5,Yes,63,315.3,376.81,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,29/01/2019,281.43,469034.0,Yes,51,519.8,640.89,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Active
20,08/02/2019,81.45,94238.0,Yes,46,211.15,242.63,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
20,22/02/2019,63.9,200000.0,No,56,96.33,144.02,Combine,Option 1 - 5 year increase,Y,Y,N,N,Y,Active
20,11/02/2019,71.78,49256.0,Yes,58,87.04,132.82,Dublin,Option 1 - 5 year increase,Y,N,Y,N,N,Inactive
20,12/02/2019,54.31,65129.5,Yes,46,157.31,164.94,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
20,25/02/2019,202.93,203504.0,Yes,47,239.18,312.12,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,25/02/2019,51.72,26047.0,Yes,55,143.28,137.56,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,25/02/2019,52.09,144703.0,Yes,44,67.35,91.2,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,25/02/2019,373.96,84227.0,No,76,979.34,1272.02,East Gate,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,25/02/2019,183.46,118789.0,Yes,57,343.66,345.1,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,N,Inactive
20,25/02/2019,147.75,44324.0,Yes,66,269.81,342.29,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,26/02/2019,88.06,140000.0,Yes,48,114.77,151.96,Cork,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
20,26/02/2019,76.28,52242.0,Yes,66,95.36,142.1,Cork,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,26/02/2019,41.0,52500.0,Yes,53,105.86,123.51,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,26/02/2019,134.76,121744.0,No,63,417.02,454.69,Tralee,Option 1 - 5 year increase,N,N,N,N,N,Inactive
20,08/03/2019,76.72,56284.0,No,57,126.32,158.75,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,11/03/2019,151.16,353775.0,No,50,170.24,247.97,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,15/03/2019,223.82,588334.0,Yes,49,559.45,679.59,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,12/03/2019,110.25,289406.5,Yes,48,161.76,238.52,Cork,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Active
20,19/03/2019,156.0,21204.5,No,71,169.36,212.99,East Gate,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,19/03/2019,231.53,103318.0,Yes,57,288.75,387.91,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,25/03/2019,277.76,347288.0,Yes,56,678.21,747.81,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
20,25/03/2019,196.12,336897.0,Yes,50,320.08,446.43,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,25/03/2019,192.83,40916.5,Yes,57,358.76,376.87,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Active
20,25/03/2019,127.63,327138.0,Yes,53,158.15,248.74,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,15/03/2019,100.0,250000.0,Yes,49,124.8,185.83,Cork,Option 1 - 5 year increase,Y,N,Y,N,N,Inactive
20,25/03/2019,260.46,91674.5,Yes,59,283.35,427.32,Moynalty,Option 2 - 10 year increase,N,N,Y,N,N,Inactive
20,29/03/2019,168.48,70751.0,Yes,65,248.59,338.22,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,29/03/2019,51.06,18171.5,Yes,48,58.69,89.21,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,01/04/2019,73.88,165636.0,Yes,41,112.03,128.25,Tralee,Option 3a - Reduce Premium and Benefits,N,Y,N,N,Y,Inactive
20,02/04/2019,210.48,183349.0,Yes,57,330.63,431.22,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,10/09/2018,161.56,131984.5,Yes,52,354.19,392.81,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,Y,N,Inactive
20,16/04/2019,145.87,117889.5,Yes,54,218.35,263.17,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,23/04/2019,241.22,185296.0,Yes,55,369.0,418.58,Tralee,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
20,23/04/2019,202.35,41461.5,No,75,558.98,694.36,South Dublin,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
20,23/04/2019,222.6,90956.5,Yes,60,260.75,360.87,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,15/04/2019,134.76,186117.0,No,58,172.91,325.48,Galway,Option 3a - Reduce Premium and Benefits,N,N,N,Y,N,Inactive
20,30/04/2019,80.0,30000.0,Yes,56,87.63,126.74,Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Active
20,13/05/2019,54.31,89977.0,Yes,56,159.22,184.97,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
20,07/05/2019,134.76,173644.0,Yes,45,169.1,223.94,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,27/05/2019,469.9,329962.5,No,68,1020.89,1398.38,South Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,20/05/2019,100.0,79663.0,Yes,61,332.69,332.69,Roscommon,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
20,20/05/2019,67.01,134009.5,Yes,47,166.2,199.58,Cork,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Active
20,21/05/2019,60.29,103153.0,No,58,121.33,165.21,Tralee,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
20,21/05/2019,227.27,107040.5,Yes,47,341.7,410.34,Cork,Option 1 - 5 year increase,N,N,N,Y,N,Active
20,28/09/2018,74.0,80000.0,Yes,56,85.45,143.63,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
20,27/05/2019,245.15,476792.0,Yes,45,290.93,403.44,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,27/05/2019,50.0,235860.5,No,53,84.34,112.0,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Active
20,27/05/2019,329.44,471412.0,Yes,54,571.61,768.01,Cork,Lapsed Immediately,N,N,N,N,N,Inactive
20,31/05/2019,99.07,240456.0,No,56,137.22,197.3,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,28/05/2019,194.13,213028.0,Yes,49,272.32,364.83,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,04/06/2019,164.09,221026.0,Yes,49,259.46,325.74,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,11/06/2019,159.98,107559.0,No,62,468.94,566.19,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,17/06/2019,4564.26,517068.0,Yes,48,7815.46,9201.77,Combine,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,17/06/2019,3026.74,659174.5,Yes,47,5050.32,5822.48,Combine,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,25/06/2019,150.0,200000.0,Yes,55,447.51,476.12,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,18/06/2019,191.8,52738.5,Yes,65,300.51,419.7,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,17/06/2019,2377.81,841040.5,Yes,44,4326.52,5632.01,Combine,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,21/10/2019,73.88,96035.0,Yes,52,245.54,257.93,Tralee,Option 1 - 5 year increase,Y,N,Y,N,N,Active
20,17/06/2019,4356.64,517068.0,Yes,50,8945.69,10252.5,Combine,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,18/06/2019,132.97,229203.5,Yes,52,293.18,369.46,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,28/06/2019,96.03,69457.5,Yes,53,225.72,247.19,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,21/06/2019,253.65,498944.5,Yes,51,318.5,545.42,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,28/06/2019,148.0,165375.0,Yes,54,157.54,205.22,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
20,28/06/2019,158.34,105000.0,No,61,185.05,304.73,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
20,29/07/2019,51.72,64990.5,Yes,56,128.02,151.87,East Gate,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,01/07/2019,148.18,157933.5,Yes,53,174.89,268.34,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,01/07/2019,125.72,65994.0,Yes,62,211.55,263.04,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
20,02/07/2019,74.04,31907.0,Yes,56,85.49,103.61,Cork,Lapsed Immediately,N,Y,Y,N,N,Active
20,15/04/2019,51.74,66661.5,Yes,47,84.17,104.2,Cork,Option 3 - Maintain current premium and reduce benefits,N,Y,N,Y,N,Inactive
20,02/07/2019,44.44,53346.0,No,55,52.07,86.41,Tralee,Option 1 - 5 year increase,Y,Y,N,N,Y,Active
20,09/07/2019,1786.8,112931.0,Yes,59,2335.19,2617.01,Cork,Option 1 - 5 year increase,N,N,N,N,N,Active
20,15/07/2019,50.0,62500.0,Yes,51,55.73,88.63,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,30/07/2019,93.81,267064.0,No,49,112.89,168.2,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
20,26/07/2019,168.48,41870.0,Yes,57,370.64,414.97,Galway,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,29/07/2019,55.0,50000.0,Yes,58,100.78,111.28,Dublin,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
20,29/07/2019,155.14,60637.5,No,70,490.79,638.12,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
20,29/07/2019,196.47,272859.5,Yes,47,493.98,604.11,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
20,19/08/2019,168.48,105511.0,Yes,57,321.05,321.05,South Dublin,Option 1 - 5 year increase,N,N,N,Y,N,Inactive
20,13/08/2019,88.65,115202.0,Yes,48,172.58,215.5,East Gate,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
